;tmsp;country;amount;success;PSP;3D_secured;card
4734;2019-01-05 04:42:12;Germany;49;0;Simplecard;0;Master
4735;2019-01-05 04:44:22;Germany;160;0;UK_Card;0;Diners
4736;2019-01-05 04:45:24;Germany;393;0;Simplecard;0;Master
4737;2019-01-05 04:48:07;Germany;289;0;UK_Card;0;Master
4738;2019-01-05 04:48:18;Germany;289;0;UK_Card;0;Master
4739;2019-01-05 04:49:45;Austria;431;1;UK_Card;1;Master
4740;2019-01-05 04:51:01;Germany;69;0;Moneycard;1;Master
4741;2019-01-05 04:51:20;Germany;69;0;UK_Card;1;Master
4742;2019-01-05 04:52:33;Switzerland;239;0;UK_Card;0;Master
4743;2019-01-05 04:53:13;Switzerland;239;0;UK_Card;0;Master
4744;2019-01-05 04:57:48;Germany;107;0;Simplecard;0;Visa
4745;2019-01-05 04:59:50;Germany;301;0;UK_Card;0;Master
4746;2019-01-05 05:01:15;Germany;291;1;Goldcard;0;Master
4747;2019-01-05 05:02:47;Germany;167;1;UK_Card;0;Master
4748;2019-01-05 05:04:48;Germany;113;0;Moneycard;0;Diners
4749;2019-01-05 05:05:01;Germany;113;0;Goldcard;0;Diners
4750;2019-01-05 05:05:13;Germany;113;1;UK_Card;0;Diners
4751;2019-01-05 05:07:27;Austria;230;0;UK_Card;0;Master
4752;2019-01-05 05:08:48;Austria;202;0;Simplecard;1;Diners
4753;2019-01-05 05:10:47;Germany;117;1;UK_Card;0;Visa
4754;2019-01-05 05:11:53;Germany;197;0;UK_Card;0;Master
4755;2019-01-05 05:12:20;Germany;197;1;UK_Card;0;Master
4756;2019-01-05 05:16:28;Switzerland;22;0;Moneycard;0;Diners
4757;2019-01-05 05:17:11;Switzerland;22;0;Simplecard;0;Diners
4758;2019-01-05 05:18:48;Switzerland;106;1;UK_Card;0;Master
4759;2019-01-05 05:24:57;Germany;179;0;Simplecard;1;Visa
4760;2019-01-05 05:26:02;Austria;205;0;UK_Card;0;Visa
4761;2019-01-05 05:28:55;Switzerland;212;0;UK_Card;0;Diners
4762;2019-01-05 05:29:25;Switzerland;212;1;Simplecard;0;Diners
4763;2019-01-05 05:33:08;Austria;123;0;UK_Card;1;Visa
4764;2019-01-05 05:33:36;Austria;123;0;UK_Card;1;Visa
4765;2019-01-05 05:34:28;Austria;123;0;UK_Card;1;Visa
4766;2019-01-05 05:35:02;Austria;123;0;UK_Card;1;Visa
4767;2019-01-05 05:37:58;Switzerland;257;0;UK_Card;0;Master
4768;2019-01-05 05:38:43;Switzerland;257;0;Simplecard;0;Master
4769;2019-01-05 05:40:22;Germany;156;1;UK_Card;0;Master
4770;2019-01-05 05:41:29;Germany;238;0;UK_Card;0;Diners
4771;2019-01-05 05:43:36;Germany;80;0;Goldcard;0;Master
4772;2019-01-05 05:43:42;Germany;80;1;UK_Card;0;Master
4773;2019-01-05 05:49:15;Switzerland;124;0;Simplecard;1;Master
4774;2019-01-05 05:49:27;Switzerland;124;0;Simplecard;1;Master
4775;2019-01-05 05:50:05;Switzerland;124;0;Simplecard;1;Master
4776;2019-01-05 05:52:52;Germany;42;0;Simplecard;0;Diners
4777;2019-01-05 05:53:54;Austria;55;1;Moneycard;1;Diners
4778;2019-01-05 05:54:57;Austria;49;0;Goldcard;1;Master
4779;2019-01-05 05:55:21;Austria;49;1;UK_Card;1;Master
4780;2019-01-05 05:57:42;Germany;346;0;Simplecard;0;Diners
4781;2019-01-05 05:57:52;Germany;346;1;Goldcard;0;Diners
4782;2019-01-05 06:01:47;Germany;291;0;UK_Card;0;Master
4783;2019-01-05 06:01:47;Germany;291;0;UK_Card;0;Master
4784;2019-01-05 06:02:35;Germany;291;0;Simplecard;0;Master
4785;2019-01-05 06:03:23;Germany;291;0;UK_Card;0;Master
4786;2019-01-05 06:03:46;Germany;291;0;Goldcard;0;Master
4787;2019-01-05 06:07:15;Germany;245;0;UK_Card;0;Diners
4788;2019-01-05 06:07:39;Germany;245;0;UK_Card;0;Diners
4789;2019-01-05 06:09:10;Germany;131;1;Goldcard;1;Diners
4790;2019-01-05 06:10:46;Germany;240;0;Simplecard;0;Visa
4791;2019-01-05 06:10:48;Germany;240;1;UK_Card;0;Visa
4792;2019-01-05 06:12:49;Austria;137;0;Simplecard;1;Master
4793;2019-01-05 06:15:47;Austria;241;0;UK_Card;0;Master
4794;2019-01-05 06:17:51;Germany;103;0;UK_Card;0;Master
4795;2019-01-05 06:21:09;Germany;289;0;UK_Card;0;Master
4796;2019-01-05 06:22:01;Germany;289;0;UK_Card;0;Master
4797;2019-01-05 06:22:26;Germany;289;0;Simplecard;0;Master
4798;2019-01-05 06:23:15;Germany;289;0;UK_Card;0;Master
4799;2019-01-05 06:26:27;Germany;328;0;UK_Card;1;Visa
4800;2019-01-05 06:26:33;Germany;328;1;Simplecard;1;Visa
4801;2019-01-05 06:29:38;Switzerland;133;0;Goldcard;0;Diners
4802;2019-01-05 06:32:39;Germany;199;0;UK_Card;1;Master
4803;2019-01-05 06:33:11;Germany;199;0;Moneycard;1;Master
4804;2019-01-05 06:34:19;Germany;132;0;UK_Card;1;Master
4805;2019-01-05 06:35:14;Germany;132;0;Simplecard;1;Master
4806;2019-01-05 06:38:51;Germany;390;0;UK_Card;0;Master
4807;2019-01-05 06:39:19;Germany;390;0;UK_Card;0;Master
4808;2019-01-05 06:39:30;Germany;390;0;Moneycard;0;Master
4809;2019-01-05 06:40:24;Germany;390;0;Moneycard;0;Master
4810;2019-01-05 06:40:35;Germany;390;0;Moneycard;0;Master
4811;2019-01-05 06:43:48;Germany;272;0;Moneycard;0;Diners
4812;2019-01-05 06:44:15;Germany;272;0;Moneycard;0;Diners
4813;2019-01-05 06:44:57;Germany;272;0;UK_Card;0;Diners
4814;2019-01-05 06:45:07;Germany;272;0;Simplecard;0;Diners
4815;2019-01-05 06:48:05;Germany;27;0;UK_Card;0;Master
4816;2019-01-05 06:51:26;Germany;181;1;Goldcard;1;Diners
4817;2019-01-05 06:55:20;Switzerland;177;0;Simplecard;0;Diners
4818;2019-01-05 06:57:41;Germany;45;0;Simplecard;0;Visa
4819;2019-01-05 07:00:55;Germany;170;0;Simplecard;0;Master
4820;2019-01-05 07:03:01;Germany;133;0;Moneycard;0;Master
4821;2019-01-05 07:03:40;Germany;133;0;UK_Card;0;Master
4822;2019-01-05 07:04:37;Germany;133;0;Simplecard;0;Master
4823;2019-01-05 07:04:40;Germany;133;1;UK_Card;0;Master
4824;2019-01-05 07:06:10;Germany;438;1;Simplecard;0;Visa
4825;2019-01-05 07:07:37;Germany;292;0;Simplecard;0;Master
4826;2019-01-05 07:10:06;Austria;316;0;UK_Card;0;Diners
4827;2019-01-05 07:10:20;Austria;316;0;UK_Card;0;Diners
4828;2019-01-05 07:10:34;Austria;316;0;Moneycard;0;Diners
4829;2019-01-05 07:10:49;Austria;316;0;UK_Card;0;Diners
4830;2019-01-05 07:13:01;Germany;125;0;Moneycard;0;Visa
4831;2019-01-05 07:14:49;Switzerland;411;0;Simplecard;0;Master
4832;2019-01-05 07:17:31;Germany;88;0;UK_Card;0;Visa
4833;2019-01-05 07:17:58;Germany;88;0;UK_Card;0;Visa
4834;2019-01-05 07:18:25;Germany;88;0;UK_Card;0;Visa
4835;2019-01-05 07:18:34;Germany;88;0;UK_Card;0;Visa
4836;2019-01-05 07:19:02;Germany;88;1;UK_Card;0;Visa
4837;2019-01-05 07:21:14;Germany;385;0;Moneycard;0;Diners
4838;2019-01-05 07:21:17;Germany;385;0;UK_Card;0;Diners
4839;2019-01-05 07:21:33;Germany;385;0;Goldcard;0;Diners
4840;2019-01-05 07:22:17;Germany;385;0;UK_Card;0;Diners
4841;2019-01-05 07:22:33;Germany;385;0;UK_Card;0;Diners
4842;2019-01-05 07:22:52;Germany;385;0;UK_Card;0;Diners
4843;2019-01-05 07:26:33;Germany;84;0;Moneycard;0;Diners
4844;2019-01-05 07:29:50;Germany;202;0;Moneycard;0;Master
4845;2019-01-05 07:30:08;Germany;202;0;UK_Card;0;Master
4846;2019-01-05 07:30:51;Germany;202;0;UK_Card;0;Master
4847;2019-01-05 07:32:49;Austria;278;0;Moneycard;0;Diners
4848;2019-01-05 07:33:20;Austria;278;0;UK_Card;0;Diners
4849;2019-01-05 07:35:48;Germany;278;0;Simplecard;0;Visa
4850;2019-01-05 07:36:37;Germany;278;0;Moneycard;0;Visa
4851;2019-01-05 07:36:47;Germany;278;0;UK_Card;0;Visa
4852;2019-01-05 07:37:34;Germany;278;0;UK_Card;0;Visa
4853;2019-01-05 07:38:12;Germany;278;0;Moneycard;0;Visa
4854;2019-01-05 07:39:09;Germany;278;1;UK_Card;0;Visa
4855;2019-01-05 07:40:17;Germany;190;0;Moneycard;0;Master
4856;2019-01-05 07:41:52;Switzerland;99;1;UK_Card;1;Visa
4857;2019-01-05 07:44:43;Austria;201;0;Simplecard;0;Master
4858;2019-01-05 07:50:07;Switzerland;210;0;UK_Card;0;Visa
4859;2019-01-05 07:53:39;Germany;195;0;UK_Card;1;Master
4860;2019-01-05 07:53:55;Germany;195;0;UK_Card;1;Master
4861;2019-01-05 07:54:33;Germany;195;0;Moneycard;1;Master
4862;2019-01-05 07:55:25;Germany;195;0;UK_Card;1;Master
4863;2019-01-05 07:56:43;Germany;159;0;Simplecard;0;Master
4864;2019-01-05 07:56:50;Germany;159;0;UK_Card;0;Master
4865;2019-01-05 07:57:32;Germany;159;0;UK_Card;0;Master
4866;2019-01-05 07:57:35;Germany;159;1;UK_Card;0;Master
4867;2019-01-05 08:04:46;Austria;197;1;Simplecard;0;Master
4868;2019-01-05 08:07:51;Germany;384;0;UK_Card;0;Master
4869;2019-01-05 08:08:49;Germany;384;0;UK_Card;0;Master
4870;2019-01-05 08:11:29;Germany;120;0;Goldcard;0;Master
4871;2019-01-05 08:11:49;Germany;120;0;Simplecard;0;Master
4872;2019-01-05 08:13:46;Austria;195;0;Simplecard;0;Visa
4873;2019-01-05 08:14:13;Austria;195;0;Simplecard;0;Visa
4874;2019-01-05 08:14:14;Austria;195;0;UK_Card;0;Visa
4875;2019-01-05 08:14:52;Austria;195;0;Simplecard;0;Visa
4876;2019-01-05 08:15:08;Austria;195;0;UK_Card;0;Visa
4877;2019-01-05 08:18:23;Germany;322;0;Moneycard;1;Master
4878;2019-01-05 08:21:31;Germany;420;0;UK_Card;1;Visa
4879;2019-01-05 08:21:36;Germany;420;0;UK_Card;1;Visa
4880;2019-01-05 08:21:48;Germany;420;0;UK_Card;1;Visa
4881;2019-01-05 08:22:18;Germany;420;0;UK_Card;1;Visa
4882;2019-01-05 08:23:51;Germany;253;1;UK_Card;1;Master
4883;2019-01-05 08:24:57;Germany;121;0;UK_Card;0;Master
4884;2019-01-05 08:25:00;Germany;121;0;UK_Card;0;Master
4885;2019-01-05 08:26:00;Germany;121;1;UK_Card;0;Master
4886;2019-01-05 08:27:51;Switzerland;192;0;UK_Card;1;Diners
4887;2019-01-05 08:28:19;Switzerland;192;1;Moneycard;1;Diners
4888;2019-01-05 08:29:37;Germany;172;0;Goldcard;0;Visa
4889;2019-01-05 08:35:38;Austria;262;0;Simplecard;0;Master
4890;2019-01-05 08:35:39;Austria;262;0;UK_Card;0;Master
4891;2019-01-05 08:37:18;Germany;343;0;Moneycard;0;Master
4892;2019-01-05 08:41:17;Germany;178;1;UK_Card;1;Visa
4893;2019-01-05 08:43:06;Germany;160;1;Simplecard;0;Master
4894;2019-01-05 08:44:40;Austria;258;0;UK_Card;1;Master
4895;2019-01-05 08:45:38;Austria;258;0;Moneycard;1;Master
4896;2019-01-05 08:46:09;Austria;258;0;UK_Card;1;Master
4897;2019-01-05 08:46:21;Austria;258;0;Simplecard;1;Master
4898;2019-01-05 08:49:19;Germany;159;0;UK_Card;0;Visa
4899;2019-01-05 08:49:44;Germany;159;0;Simplecard;0;Visa
4900;2019-01-05 08:49:53;Germany;159;0;UK_Card;0;Visa
4901;2019-01-05 08:49:58;Germany;159;0;UK_Card;0;Visa
4902;2019-01-05 08:53:01;Germany;212;1;Goldcard;0;Visa
4903;2019-01-05 09:00:20;Germany;261;0;UK_Card;0;Master
4904;2019-01-05 09:00:53;Germany;261;0;Simplecard;0;Master
4905;2019-01-05 09:01:34;Germany;261;0;Simplecard;0;Master
4906;2019-01-05 09:05:59;Germany;48;0;UK_Card;1;Visa
4907;2019-01-05 09:06:49;Germany;48;0;Simplecard;1;Visa
4908;2019-01-05 09:08:25;Germany;204;1;UK_Card;0;Visa
4909;2019-01-05 09:09:26;Germany;340;0;UK_Card;0;Visa
4910;2019-01-05 09:09:27;Germany;340;0;UK_Card;0;Visa
4911;2019-01-05 09:09:36;Germany;340;0;UK_Card;0;Visa
4912;2019-01-05 09:11:32;Switzerland;247;0;UK_Card;1;Visa
4913;2019-01-05 09:12:42;Germany;250;0;UK_Card;0;Master
4914;2019-01-05 09:13:01;Germany;250;1;Moneycard;0;Master
4915;2019-01-05 09:14:22;Austria;182;0;Simplecard;1;Diners
4916;2019-01-05 09:19:00;Switzerland;249;0;Simplecard;1;Visa
4917;2019-01-05 09:19:39;Switzerland;249;0;Moneycard;1;Visa
4918;2019-01-05 09:20:20;Switzerland;249;1;Goldcard;1;Visa
4919;2019-01-05 09:21:30;Germany;211;0;UK_Card;0;Master
4920;2019-01-05 09:22:15;Germany;211;0;Simplecard;0;Master
4921;2019-01-05 09:24:49;Germany;332;0;Moneycard;1;Master
4922;2019-01-05 09:25:15;Germany;332;0;UK_Card;1;Master
4923;2019-01-05 09:27:31;Austria;114;0;Simplecard;0;Visa
4924;2019-01-05 09:30:00;Austria;184;0;UK_Card;0;Master
4925;2019-01-05 09:31:56;Austria;26;0;UK_Card;0;Master
4926;2019-01-05 09:32:05;Austria;26;0;UK_Card;0;Master
4927;2019-01-05 09:33:26;Austria;152;0;Goldcard;0;Master
4928;2019-01-05 09:37:10;Germany;106;0;Simplecard;0;Diners
4929;2019-01-05 09:37:27;Germany;106;1;Goldcard;0;Diners
4930;2019-01-05 09:39:41;Germany;317;1;Simplecard;0;Master
4931;2019-01-05 09:44:09;Austria;115;1;UK_Card;0;Master
4932;2019-01-05 09:47:46;Germany;44;0;Simplecard;0;Visa
4933;2019-01-05 09:52:40;Switzerland;122;0;Moneycard;0;Master
4934;2019-01-05 09:53:52;Austria;252;0;Simplecard;0;Diners
4935;2019-01-05 09:57:29;Germany;344;0;Moneycard;0;Master
4936;2019-01-05 09:59:21;Switzerland;232;0;UK_Card;0;Visa
4937;2019-01-05 09:59:40;Switzerland;232;0;Moneycard;0;Visa
4938;2019-01-05 09:59:41;Switzerland;232;0;Simplecard;0;Visa
4939;2019-01-05 10:00:02;Switzerland;232;0;UK_Card;0;Visa
4940;2019-01-05 10:01:04;Germany;336;0;UK_Card;0;Master
4941;2019-01-05 10:01:33;Germany;336;0;UK_Card;0;Master
4942;2019-01-05 10:01:59;Germany;336;0;UK_Card;0;Master
4943;2019-01-05 10:04:41;Germany;465;0;Simplecard;0;Master
4944;2019-01-05 10:05:47;Austria;391;0;UK_Card;1;Master
4945;2019-01-05 10:06:34;Austria;391;0;Simplecard;1;Master
4946;2019-01-05 10:07:03;Austria;391;0;Moneycard;1;Master
4947;2019-01-05 10:09:18;Germany;317;0;UK_Card;0;Visa
4948;2019-01-05 10:09:49;Germany;317;0;UK_Card;0;Visa
4949;2019-01-05 10:10:50;Germany;147;0;Moneycard;0;Visa
4950;2019-01-05 10:12:24;Germany;380;0;Moneycard;0;Visa
4951;2019-01-05 10:13:39;Germany;457;0;Simplecard;1;Master
4952;2019-01-05 10:16:30;Germany;328;0;Simplecard;0;Master
4953;2019-01-05 10:18:18;Switzerland;139;0;UK_Card;0;Master
4954;2019-01-05 10:19:16;Switzerland;139;0;Simplecard;0;Master
4955;2019-01-05 10:20:15;Switzerland;139;0;UK_Card;0;Master
4956;2019-01-05 10:20:20;Switzerland;139;0;UK_Card;0;Master
4957;2019-01-05 10:21:20;Switzerland;139;0;UK_Card;0;Master
4958;2019-01-05 10:22:43;Switzerland;295;0;UK_Card;1;Master
4959;2019-01-05 10:23:11;Switzerland;295;0;UK_Card;1;Master
4960;2019-01-05 10:23:52;Switzerland;295;1;Moneycard;1;Master
4961;2019-01-05 10:27:12;Switzerland;163;0;Moneycard;0;Visa
4962;2019-01-05 10:28:32;Germany;296;0;Simplecard;0;Master
4963;2019-01-05 10:28:34;Germany;296;1;Moneycard;0;Master
4964;2019-01-05 10:31:44;Switzerland;230;0;UK_Card;0;Visa
4965;2019-01-05 10:32:28;Switzerland;230;0;Simplecard;0;Visa
4966;2019-01-05 10:33:01;Switzerland;230;0;UK_Card;0;Visa
4967;2019-01-05 10:35:33;Germany;60;0;Simplecard;0;Master
4968;2019-01-05 10:36:39;Germany;267;0;UK_Card;0;Master
4969;2019-01-05 10:36:46;Germany;267;0;Simplecard;0;Master
4970;2019-01-05 10:40:20;Austria;302;0;UK_Card;0;Master
4971;2019-01-05 10:41:08;Austria;302;0;Moneycard;0;Master
4972;2019-01-05 10:42:10;Switzerland;162;0;UK_Card;0;Master
4973;2019-01-05 10:42:24;Switzerland;162;1;UK_Card;0;Master
4974;2019-01-05 10:45:22;Germany;133;0;UK_Card;0;Master
4975;2019-01-05 10:45:45;Germany;133;0;Simplecard;0;Master
4976;2019-01-05 10:49:07;Germany;296;1;UK_Card;0;Visa
4977;2019-01-05 10:50:37;Austria;282;0;UK_Card;1;Master
4978;2019-01-05 10:50:43;Austria;282;0;UK_Card;1;Master
4979;2019-01-05 10:52:38;Germany;225;1;Moneycard;1;Diners
4980;2019-01-05 10:55:02;Austria;353;0;Simplecard;0;Master
4981;2019-01-05 10:58:53;Austria;310;0;Simplecard;1;Master
4982;2019-01-05 11:04:07;Germany;110;0;Simplecard;0;Master
4983;2019-01-05 11:06:04;Switzerland;311;0;Simplecard;0;Master
4984;2019-01-05 11:08:19;Germany;126;0;Moneycard;0;Master
4985;2019-01-05 11:13:58;Germany;131;0;UK_Card;0;Master
4986;2019-01-05 11:14:13;Germany;131;0;UK_Card;0;Master
4987;2019-01-05 11:14:18;Germany;131;0;Simplecard;0;Master
4988;2019-01-05 11:14:58;Germany;131;1;UK_Card;0;Master
4989;2019-01-05 11:18:27;Austria;169;0;UK_Card;0;Visa
4990;2019-01-05 11:18:40;Austria;169;1;UK_Card;0;Visa
4991;2019-01-05 11:20:46;Switzerland;188;0;Simplecard;0;Master
4992;2019-01-05 11:22:50;Germany;141;1;UK_Card;0;Visa
4993;2019-01-05 11:28:28;Germany;118;0;UK_Card;1;Visa
4994;2019-01-05 11:29:22;Germany;118;0;Simplecard;1;Visa
4995;2019-01-05 11:30:05;Germany;118;0;UK_Card;1;Visa
4996;2019-01-05 11:30:36;Germany;118;0;UK_Card;1;Visa
4997;2019-01-05 11:33:15;Switzerland;303;0;Goldcard;0;Diners
4998;2019-01-05 11:37:30;Switzerland;57;1;Moneycard;0;Diners
4999;2019-01-05 11:38:46;Switzerland;243;1;UK_Card;0;Master
5000;2019-01-05 11:46:31;Germany;216;0;UK_Card;0;Diners
5001;2019-01-05 11:46:51;Germany;216;0;Moneycard;0;Diners
5002;2019-01-05 11:47:19;Germany;216;1;Simplecard;0;Diners
5003;2019-01-05 11:48:40;Germany;405;0;UK_Card;0;Master
5004;2019-01-05 11:52:30;Austria;146;1;UK_Card;0;Master
5005;2019-01-05 11:54:47;Germany;8;0;Goldcard;0;Master
5006;2019-01-05 11:57:13;Switzerland;98;0;Simplecard;0;Master
5007;2019-01-05 11:59:41;Switzerland;159;0;UK_Card;0;Diners
5008;2019-01-05 12:02:07;Germany;349;0;UK_Card;0;Master
5009;2019-01-05 12:08:01;Switzerland;223;0;Moneycard;1;Diners
5010;2019-01-05 12:08:07;Switzerland;223;0;Simplecard;1;Diners
5011;2019-01-05 12:11:17;Austria;126;1;UK_Card;0;Master
5012;2019-01-05 12:14:51;Switzerland;177;0;UK_Card;0;Master
5013;2019-01-05 12:14:56;Switzerland;177;1;UK_Card;0;Master
5014;2019-01-05 12:21:06;Germany;117;0;UK_Card;0;Master
5015;2019-01-05 12:21:28;Germany;117;0;UK_Card;0;Master
5016;2019-01-05 12:22:31;Switzerland;180;0;UK_Card;0;Master
5017;2019-01-05 12:22:46;Switzerland;180;0;Moneycard;0;Master
5018;2019-01-05 12:23:44;Switzerland;180;0;Simplecard;0;Master
5019;2019-01-05 12:25:12;Germany;230;0;Goldcard;0;Master
5020;2019-01-05 12:26:03;Germany;230;0;UK_Card;0;Master
5021;2019-01-05 12:27:44;Germany;43;1;Moneycard;1;Master
5022;2019-01-05 12:29:13;Germany;253;0;UK_Card;0;Master
5023;2019-01-05 12:29:29;Germany;253;0;Moneycard;0;Master
5024;2019-01-05 12:29:38;Germany;253;0;UK_Card;0;Master
5025;2019-01-05 12:30:26;Germany;253;0;Simplecard;0;Master
5026;2019-01-05 12:30:38;Germany;253;0;Simplecard;0;Master
5027;2019-01-05 12:30:39;Germany;253;0;UK_Card;0;Master
5028;2019-01-05 12:32:25;Austria;212;0;UK_Card;1;Visa
5029;2019-01-05 12:35:21;Switzerland;215;0;Simplecard;0;Master
5030;2019-01-05 12:36:20;Switzerland;215;0;Simplecard;0;Master
5031;2019-01-05 12:37:02;Switzerland;215;0;Simplecard;0;Master
5032;2019-01-05 12:39:27;Germany;66;0;Moneycard;0;Master
5033;2019-01-05 12:42:03;Austria;222;0;UK_Card;0;Master
5034;2019-01-05 12:42:24;Austria;222;0;Moneycard;0;Master
5035;2019-01-05 12:46:50;Austria;101;0;UK_Card;0;Master
5036;2019-01-05 12:47:10;Austria;101;0;Goldcard;0;Master
5037;2019-01-05 12:48:10;Austria;101;0;UK_Card;0;Master
5038;2019-01-05 12:48:43;Austria;101;0;Goldcard;0;Master
5039;2019-01-05 12:49:03;Austria;101;0;Simplecard;0;Master
5040;2019-01-05 12:49:44;Austria;101;0;Moneycard;0;Master
5041;2019-01-05 12:49:59;Austria;101;0;Simplecard;0;Master
5042;2019-01-05 12:50:59;Austria;101;0;Moneycard;0;Master
5043;2019-01-05 12:52:33;Germany;339;0;Moneycard;0;Master
5044;2019-01-05 12:56:32;Switzerland;273;0;Simplecard;1;Diners
5045;2019-01-05 12:56:43;Switzerland;273;0;Simplecard;1;Diners
5046;2019-01-05 12:56:44;Switzerland;273;0;UK_Card;1;Diners
5047;2019-01-05 12:57:00;Switzerland;273;1;Moneycard;1;Diners
5048;2019-01-05 12:58:24;Austria;94;0;UK_Card;0;Master
5049;2019-01-05 12:59:11;Austria;94;0;Simplecard;0;Master
5050;2019-01-05 12:59:31;Austria;94;0;Simplecard;0;Master
5051;2019-01-05 13:04:16;Austria;258;0;Moneycard;1;Diners
5052;2019-01-05 13:05:43;Switzerland;158;0;Simplecard;0;Master
5053;2019-01-05 13:08:33;Switzerland;92;0;Simplecard;0;Diners
5054;2019-01-05 13:10:01;Germany;90;0;Simplecard;1;Diners
5055;2019-01-05 13:11:59;Germany;116;0;UK_Card;0;Diners
5056;2019-01-05 13:12:36;Germany;116;0;UK_Card;0;Diners
5057;2019-01-05 13:13:01;Germany;116;0;UK_Card;0;Diners
5058;2019-01-05 13:13:47;Germany;116;0;UK_Card;0;Diners
5059;2019-01-05 13:16:12;Germany;212;0;UK_Card;0;Diners
5060;2019-01-05 13:16:41;Germany;212;0;Simplecard;0;Diners
5061;2019-01-05 13:28:04;Germany;296;0;UK_Card;1;Visa
5062;2019-01-05 13:28:35;Germany;296;0;UK_Card;1;Visa
5063;2019-01-05 13:29:45;Germany;92;0;Simplecard;0;Diners
5064;2019-01-05 13:31:27;Switzerland;75;0;Goldcard;0;Visa
5065;2019-01-05 13:31:36;Switzerland;75;0;UK_Card;0;Visa
5066;2019-01-05 13:32:06;Switzerland;75;0;UK_Card;0;Visa
5067;2019-01-05 13:34:28;Germany;255;0;UK_Card;0;Visa
5068;2019-01-05 13:34:44;Germany;255;0;Goldcard;0;Visa
5069;2019-01-05 13:35:08;Germany;255;0;UK_Card;0;Visa
5070;2019-01-05 13:35:26;Germany;255;0;Simplecard;0;Visa
5071;2019-01-05 13:39:45;Germany;279;0;UK_Card;0;Visa
5072;2019-01-05 13:40:35;Germany;279;0;UK_Card;0;Visa
5073;2019-01-05 13:42:54;Germany;208;0;UK_Card;0;Visa
5074;2019-01-05 13:43:19;Germany;208;0;UK_Card;0;Visa
5075;2019-01-05 13:44:25;Germany;102;1;Moneycard;0;Master
5076;2019-01-05 13:46:01;Switzerland;283;0;UK_Card;0;Master
5077;2019-01-05 13:46:11;Switzerland;283;0;UK_Card;0;Master
5078;2019-01-05 13:47:49;Germany;320;0;UK_Card;1;Visa
5079;2019-01-05 13:47:52;Germany;320;0;UK_Card;1;Visa
5080;2019-01-05 13:47:59;Germany;320;0;UK_Card;1;Visa
5081;2019-01-05 13:50:06;Austria;50;0;UK_Card;0;Master
5082;2019-01-05 13:51:36;Germany;154;1;UK_Card;0;Diners
5083;2019-01-05 13:55:41;Germany;214;1;Goldcard;1;Master
5084;2019-01-05 14:01:15;Germany;110;0;Simplecard;0;Visa
5085;2019-01-05 14:02:10;Germany;110;0;UK_Card;0;Visa
5086;2019-01-05 14:03:02;Germany;110;0;UK_Card;0;Visa
5087;2019-01-05 14:06:04;Austria;215;0;UK_Card;0;Master
5088;2019-01-05 14:06:18;Austria;215;0;UK_Card;0;Master
5089;2019-01-05 14:07:10;Austria;215;0;UK_Card;0;Master
5090;2019-01-05 14:07:12;Austria;215;0;Simplecard;0;Master
5091;2019-01-05 14:07:54;Austria;215;0;Simplecard;0;Master
5092;2019-01-05 14:08:52;Austria;215;0;UK_Card;0;Master
5093;2019-01-05 14:08:53;Austria;215;0;Simplecard;0;Master
5094;2019-01-05 14:09:23;Austria;215;0;UK_Card;0;Master
5095;2019-01-05 14:09:41;Austria;215;0;UK_Card;0;Master
5096;2019-01-05 14:10:48;Germany;142;0;Simplecard;0;Diners
5097;2019-01-05 14:11:57;Germany;256;0;Simplecard;0;Visa
5098;2019-01-05 14:13:36;Germany;138;0;UK_Card;0;Visa
5099;2019-01-05 14:13:55;Germany;138;0;UK_Card;0;Visa
5100;2019-01-05 14:14:03;Germany;138;0;UK_Card;0;Visa
5101;2019-01-05 14:15:54;Switzerland;124;0;UK_Card;0;Master
5102;2019-01-05 14:16:16;Switzerland;124;1;UK_Card;0;Master
5103;2019-01-05 14:24:12;Austria;273;0;Simplecard;0;Visa
5104;2019-01-05 14:26:26;Germany;313;0;Moneycard;1;Master
5105;2019-01-05 14:28:00;Austria;81;0;Moneycard;0;Master
5106;2019-01-05 14:28:27;Austria;81;1;Moneycard;0;Master
5107;2019-01-05 14:30:10;Germany;406;0;Goldcard;1;Master
5108;2019-01-05 14:30:38;Germany;406;0;Moneycard;1;Master
5109;2019-01-05 14:33:17;Germany;152;0;Simplecard;1;Visa
5110;2019-01-05 14:38:42;Switzerland;294;0;Simplecard;0;Diners
5111;2019-01-05 14:39:24;Switzerland;294;0;UK_Card;0;Diners
5112;2019-01-05 14:41:26;Germany;75;0;UK_Card;0;Master
5113;2019-01-05 14:42:51;Switzerland;221;0;UK_Card;0;Visa
5114;2019-01-05 14:43:16;Switzerland;221;0;UK_Card;0;Visa
5115;2019-01-05 14:43:35;Switzerland;221;0;Moneycard;0;Visa
5116;2019-01-05 14:44:02;Switzerland;221;0;Moneycard;0;Visa
5117;2019-01-05 14:45:41;Germany;259;0;UK_Card;1;Diners
5118;2019-01-05 14:46:04;Germany;259;0;UK_Card;1;Diners
5119;2019-01-05 14:47:15;Austria;90;0;UK_Card;0;Master
5120;2019-01-05 14:48:01;Austria;90;0;UK_Card;0;Master
5121;2019-01-05 14:49:51;Germany;303;1;Goldcard;0;Master
5122;2019-01-05 14:53:24;Germany;147;1;Goldcard;1;Master
